POSTCODE,LGA_CODE_2024,LGA_NAME_2024,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
3823,20830,Baw Baw,1.0000000,Good,Good,0
3824,20830,Baw Baw,0.9996515,Good,Good,0
3824,23810,Latrobe (Vic.),0.0000018,Good,Good,1
3824,26170,South Gippsland,0.0003467,Good,Good,1
3825,20830,Baw Baw,0.0999871,Good,Good,0
3825,23810,Latrobe (Vic.),0.9000129,Good,Good,0
3831,20830,Baw Baw,1.0000000,Good,Good,0
3832,20830,Baw Baw,1.0000000,Good,Good,0
3833,20830,Baw Baw,0.9146902,Good,Good,0
3833,29399,Unincorporated Vic,0.0853098,Poor,Good,0
3835,20830,Baw Baw,0.9943262,Good,Good,0
3835,26170,South Gippsland,0.0056738,Good,Good,1
3840,23810,Latrobe (Vic.),1.0000000,Good,Good,0
3842,23810,Latrobe (Vic.),1.0000000,Good,Good,0
3844,23810,Latrobe (Vic.),0.9874779,Good,Good,0
3844,26810,Wellington,0.0125221,Good,Good,0
3847,26810,Wellington,1.0000000,Good,Good,0
3850,26810,Wellington,1.0000000,Good,Good,0
3851,26810,Wellington,1.0000000,Good,Good,0
3852,26810,Wellington,1.0000000,Good,Good,0
3854,23810,Latrobe (Vic.),0.8346038,Good,Good,0
3854,26810,Wellington,0.1653962,Good,Good,0
3856,23810,Latrobe (Vic.),0.9159742,Good,Good,0
3856,26810,Wellington,0.0840258,Good,Good,0
3857,23810,Latrobe (Vic.),0.1904481,Good,Good,0
3857,26810,Wellington,0.8095519,Good,Good,0
3858,26810,Wellington,1.0000000,Good,Good,0
3859,26810,Wellington,1.0000000,Good,Good,0
3860,26810,Wellington,1.0000000,Good,Good,0
3862,22110,East Gippsland,0.0041514,Good,Good,1
3862,26810,Wellington,0.9958486,Good,Good,0
3864,22110,East Gippsland,0.9471932,Good,Good,0
3864,26810,Wellington,0.0528068,Good,Good,0
3865,22110,East Gippsland,1.0000000,Good,Good,0
3869,23810,Latrobe (Vic.),1.0000000,Good,Good,0
3870,23810,Latrobe (Vic.),0.9969444,Good,Good,0
3870,26810,Wellington,0.0030556,Good,Good,1
3871,20830,Baw Baw,0.0184933,Good,Good,0
3871,23810,Latrobe (Vic.),0.0235691,Good,Good,0
3871,26170,South Gippsland,0.9579376,Good,Good,0
3873,26810,Wellington,1.0000000,Good,Good,0
3874,26810,Wellington,1.0000000,Good,Good,0
3875,22110,East Gippsland,1.0000000,Good,Good,0
3878,22110,East Gippsland,1.0000000,Good,Good,0
3880,22110,East Gippsland,1.0000000,Good,Good,0
3882,22110,East Gippsland,1.0000000,Good,Good,0
3885,22110,East Gippsland,1.0000000,Good,Good,0
3886,22110,East Gippsland,1.0000000,Good,Good,0
3887,22110,East Gippsland,1.0000000,Good,Good,0
3888,22110,East Gippsland,1.0000000,Good,Good,0
3889,22110,East Gippsland,1.0000000,Good,Good,0
3890,22110,East Gippsland,1.0000000,Good,Good,0
3891,22110,East Gippsland,1.0000000,Good,Good,0
3892,22110,East Gippsland,1.0000000,Good,Good,0
3893,22110,East Gippsland,1.0000000,Good,Good,0
3895,22110,East Gippsland,1.0000000,Good,Good,0
3896,22110,East Gippsland,1.0000000,Good,Good,0
3898,20110,Alpine,0.1891920,Good,Good,0
3898,22110,East Gippsland,0.8108080,Good,Good,0
3900,22110,East Gippsland,1.0000000,Good,Good,0
3902,22110,East Gippsland,1.0000000,Good,Good,0
3903,22110,East Gippsland,1.0000000,Good,Good,0
3904,22110,East Gippsland,1.0000000,Good,Good,0
3909,22110,East Gippsland,1.0000000,Good,Good,0
3910,22170,Frankston,1.0000000,Good,Good,0
3911,22170,Frankston,0.3851364,Good,Good,0
3911,25340,Mornington Peninsula,0.6148636,Good,Good,0
3912,21610,Casey,0.2389446,Good,Good,0
3912,25340,Mornington Peninsula,0.7610554,Good,Good,0
3913,25340,Mornington Peninsula,1.0000000,Good,Good,0
3915,25340,Mornington Peninsula,1.0000000,Good,Good,0
3916,25340,Mornington Peninsula,1.0000000,Good,Good,0
3918,25340,Mornington Peninsula,1.0000000,Good,Good,0
3919,25340,Mornington Peninsula,1.0000000,Good,Good,0
3920,25340,Mornington Peninsula,1.0000000,Good,Good,0
3921,29399,Unincorporated Vic,1.0000000,Poor,Good,0
3922,20740,Bass Coast,1.0000000,Good,Good,0
3923,20740,Bass Coast,1.0000000,Good,Good,0
3925,20740,Bass Coast,1.0000000,Good,Good,0
3926,25340,Mornington Peninsula,1.0000000,Good,Good,0
3927,25340,Mornington Peninsula,1.0000000,Good,Good,0
3928,25340,Mornington Peninsula,1.0000000,Good,Good,0
3929,25340,Mornington Peninsula,1.0000000,Good,Good,0
3930,25340,Mornington Peninsula,1.0000000,Good,Good,0
3931,25340,Mornington Peninsula,1.0000000,Good,Good,0
3933,25340,Mornington Peninsula,1.0000000,Good,Good,0
3934,25340,Mornington Peninsula,1.0000000,Good,Good,0
3936,25340,Mornington Peninsula,1.0000000,Good,Good,0
3937,25340,Mornington Peninsula,1.0000000,Good,Good,0
3938,25340,Mornington Peninsula,1.0000000,Good,Good,0
3939,25340,Mornington Peninsula,1.0000000,Good,Good,0
3940,25340,Mornington Peninsula,1.0000000,Good,Good,0
3941,25340,Mornington Peninsula,1.0000000,Good,Good,0
3942,25340,Mornington Peninsula,1.0000000,Good,Good,0
3943,25340,Mornington Peninsula,1.0000000,Good,Good,0
3944,25340,Mornington Peninsula,1.0000000,Good,Good,0
3945,20740,Bass Coast,0.3958735,Good,Good,0
3945,26170,South Gippsland,0.6041265,Good,Good,0
3946,26170,South Gippsland,1.0000000,Good,Good,0
3950,20830,Baw Baw,0.0031007,Good,Good,1
3950,26170,South Gippsland,0.9968993,Good,Good,0
3951,20740,Bass Coast,0.0606536,Good,Good,0
3951,26170,South Gippsland,0.9393464,Good,Good,0
3953,20830,Baw Baw,0.0013442,Good,Good,1
3953,26170,South Gippsland,0.9986558,Good,Good,0
3954,26170,South Gippsland,1.0000000,Good,Good,0
3956,26170,South Gippsland,1.0000000,Good,Good,0
3957,26170,South Gippsland,1.0000000,Good,Good,0
3958,26170,South Gippsland,1.0000000,Good,Good,0
3959,26170,South Gippsland,1.0000000,Good,Good,0
3960,26170,South Gippsland,1.0000000,Good,Good,0
3962,26170,South Gippsland,0.9592617,Good,Good,0
3962,26810,Wellington,0.0407383,Good,Good,0
3964,26170,South Gippsland,1.0000000,Good,Good,0
3965,26170,South Gippsland,1.0000000,Good,Good,0
3966,26170,South Gippsland,0.7989854,Good,Good,0
3966,26810,Wellington,0.2010146,Good,Good,0
3967,26170,South Gippsland,0.7588141,Good,Good,0
3967,26810,Wellington,0.2411859,Good,Good,0
3971,23810,Latrobe (Vic.),0.0000024,Good,Good,1
3971,26810,Wellington,0.9999976,Good,Good,0
3975,21610,Casey,0.9992217,Good,Good,0
3975,22670,Greater Dandenong,0.0007783,Good,Good,1
3976,21610,Casey,1.0000000,Good,Good,0
3977,21610,Casey,0.8863875,Good,Good,0
3977,22170,Frankston,0.1136125,Good,Good,0
3978,21450,Cardinia,0.0079352,Good,Good,1
3978,21610,Casey,0.9920648,Good,Good,0
3979,20740,Bass Coast,1.0000000,Good,Good,0
3980,21450,Cardinia,0.0058714,Good,Good,1
3980,21610,Casey,0.9941286,Good,Good,0
3981,20830,Baw Baw,0.0136777,Good,Good,0
3981,21450,Cardinia,0.9863223,Good,Good,0
3984,20740,Bass Coast,0.6088743,Good,Good,0
3984,21450,Cardinia,0.3892305,Good,Good,0
3984,26170,South Gippsland,0.0018952,Good,Good,1
3987,20830,Baw Baw,0.0042405,Good,Good,1
3987,21450,Cardinia,0.0344869,Good,Good,0
3987,26170,South Gippsland,0.9612726,Good,Good,0
3988,20830,Baw Baw,0.1253459,Good,Good,0
3988,26170,South Gippsland,0.8746541,Good,Good,0
3990,20740,Bass Coast,1.0000000,Good,Good,0
3991,20740,Bass Coast,1.0000000,Good,Good,0
3992,20740,Bass Coast,1.0000000,Good,Good,0
3995,20740,Bass Coast,1.0000000,Good,Good,0
3996,20740,Bass Coast,0.9754439,Good,Good,0
3996,26170,South Gippsland,0.0245561,Good,Good,0
4000,31000,Brisbane,1.0000000,Good,Good,0
4005,31000,Brisbane,1.0000000,Good,Good,0
4006,31000,Brisbane,1.0000000,Good,Good,0
4007,31000,Brisbane,1.0000000,Good,Good,0
4008,31000,Brisbane,1.0000000,Good,Good,0
4009,31000,Brisbane,1.0000000,Good,Good,0
4010,31000,Brisbane,1.0000000,Good,Good,0
4011,31000,Brisbane,1.0000000,Good,Good,0
4012,31000,Brisbane,1.0000000,Good,Good,0
4013,31000,Brisbane,1.0000000,Good,Good,0
4014,31000,Brisbane,1.0000000,Good,Good,0
4017,31000,Brisbane,1.0000000,Good,Good,0
4018,31000,Brisbane,1.0000000,Good,Good,0
4019,35010,Moreton Bay,1.0000000,Good,Good,0
4020,35010,Moreton Bay,1.0000000,Good,Good,0
4021,35010,Moreton Bay,1.0000000,Good,Good,0
4022,35010,Moreton Bay,1.0000000,Good,Good,0
4025,31000,Brisbane,1.0000000,Good,Good,0
4030,31000,Brisbane,1.0000000,Good,Good,0
4031,31000,Brisbane,1.0000000,Good,Good,0
4032,31000,Brisbane,1.0000000,Good,Good,0
4034,31000,Brisbane,1.0000000,Good,Good,0
4035,31000,Brisbane,0.4026520,Good,Good,0
4035,35010,Moreton Bay,0.5973480,Good,Good,0
4036,31000,Brisbane,1.0000000,Good,Good,0
4037,35010,Moreton Bay,1.0000000,Good,Good,0
4051,31000,Brisbane,1.0000000,Good,Good,0
4053,31000,Brisbane,0.8604206,Good,Good,0
4053,35010,Moreton Bay,0.1395794,Good,Good,0
4054,31000,Brisbane,0.4968676,Good,Good,0
4054,35010,Moreton Bay,0.5031324,Good,Good,0
4055,31000,Brisbane,0.5217185,Good,Good,0
4055,35010,Moreton Bay,0.4782815,Good,Good,0
4059,31000,Brisbane,1.0000000,Good,Good,0
4060,31000,Brisbane,1.0000000,Good,Good,0
4061,31000,Brisbane,1.0000000,Good,Good,0
4064,31000,Brisbane,1.0000000,Good,Good,0
4065,31000,Brisbane,1.0000000,Good,Good,0
4066,31000,Brisbane,1.0000000,Good,Good,0
4067,31000,Brisbane,1.0000000,Good,Good,0
4068,31000,Brisbane,1.0000000,Good,Good,0
4069,31000,Brisbane,1.0000000,Good,Good,0
4070,31000,Brisbane,1.0000000,Good,Good,0
4073,31000,Brisbane,1.0000000,Good,Good,0
4074,31000,Brisbane,1.0000000,Good,Good,0
4075,31000,Brisbane,1.0000000,Good,Good,0
4076,31000,Brisbane,1.0000000,Good,Good,0
4077,31000,Brisbane,1.0000000,Good,Good,0
4078,31000,Brisbane,1.0000000,Good,Good,0
4101,31000,Brisbane,1.0000000,Good,Good,0
4102,31000,Brisbane,1.0000000,Good,Good,0
4103,31000,Brisbane,1.0000000,Good,Good,0
4104,31000,Brisbane,1.0000000,Good,Good,0
4105,31000,Brisbane,1.0000000,Good,Good,0
4106,31000,Brisbane,1.0000000,Good,Good,0
4107,31000,Brisbane,1.0000000,Good,Good,0
4108,31000,Brisbane,1.0000000,Good,Good,0
4109,31000,Brisbane,1.0000000,Good,Good,0
4110,31000,Brisbane,1.0000000,Good,Good,0
4111,31000,Brisbane,1.0000000,Good,Good,0
4112,31000,Brisbane,1.0000000,Good,Good,0
4113,31000,Brisbane,1.0000000,Good,Good,0
4114,34590,Logan,1.0000000,Good,Good,0
4115,31000,Brisbane,1.0000000,Good,Good,0
4116,31000,Brisbane,1.0000000,Good,Good,0
4117,31000,Brisbane,0.1127812,Good,Good,0
4117,34590,Logan,0.8872188,Good,Good,0
4118,34590,Logan,1.0000000,Good,Good,0
4119,34590,Logan,1.0000000,Good,Good,0
4120,31000,Brisbane,1.0000000,Good,Good,0
4121,31000,Brisbane,1.0000000,Good,Good,0
4122,31000,Brisbane,1.0000000,Good,Good,0
4123,31000,Brisbane,0.3334632,Good,Good,0
4123,34590,Logan,0.6665368,Good,Good,0
4124,34590,Logan,1.0000000,Good,Good,0
4125,34590,Logan,1.0000000,Good,Good,0
4127,31000,Brisbane,0.0001100,Good,Good,1
4127,34590,Logan,0.9998900,Good,Good,0
4128,34590,Logan,1.0000000,Good,Good,0
4129,34590,Logan,1.0000000,Good,Good,0
4130,34590,Logan,1.0000000,Good,Good,0
4131,34590,Logan,1.0000000,Good,Good,0
4132,34590,Logan,1.0000000,Good,Good,0
4133,34590,Logan,1.0000000,Good,Good,0
4151,31000,Brisbane,1.0000000,Good,Good,0
4152,31000,Brisbane,1.0000000,Good,Good,0
4153,31000,Brisbane,1.0000000,Good,Good,0
4154,31000,Brisbane,1.0000000,Good,Good,0
4155,31000,Brisbane,1.0000000,Good,Good,0
4156,31000,Brisbane,1.0000000,Good,Good,0
4157,36250,Redland,1.0000000,Good,Good,0
4158,36250,Redland,1.0000000,Good,Good,0
4159,36250,Redland,1.0000000,Good,Good,0
4160,36250,Redland,1.0000000,Good,Good,0
4161,36250,Redland,1.0000000,Good,Good,0
4163,36250,Redland,1.0000000,Good,Good,0
4164,36250,Redland,1.0000000,Good,Good,0
4165,36250,Redland,1.0000000,Good,Good,0
4169,31000,Brisbane,1.0000000,Good,Good,0
4170,31000,Brisbane,1.0000000,Good,Good,0
4171,31000,Brisbane,1.0000000,Good,Good,0
4172,31000,Brisbane,1.0000000,Good,Good,0
4173,31000,Brisbane,1.0000000,Good,Good,0
4174,31000,Brisbane,1.0000000,Good,Good,0
4178,31000,Brisbane,1.0000000,Good,Good,0
4179,31000,Brisbane,1.0000000,Good,Good,0
4183,36250,Redland,1.0000000,Good,Good,0
4184,36250,Redland,1.0000000,Good,Good,0
4205,34590,Logan,1.0000000,Good,Good,0
4207,33430,Gold Coast,0.0589186,Good,Good,0
4207,34590,Logan,0.9410814,Good,Good,0
4208,33430,Gold Coast,1.0000000,Good,Good,0
4209,33430,Gold Coast,1.0000000,Good,Good,0
4210,33430,Gold Coast,1.0000000,Good,Good,0
4211,36510,Scenic Rim,0.0137037,Acceptable,Good,0
4211,33430,Gold Coast,0.9862963,Good,Good,0
4212,33430,Gold Coast,1.0000000,Good,Good,0
4213,33430,Gold Coast,1.0000000,Good,Good,0
4214,33430,Gold Coast,1.0000000,Good,Good,0
4215,33430,Gold Coast,1.0000000,Good,Good,0
4216,33430,Gold Coast,1.0000000,Good,Good,0
4217,33430,Gold Coast,1.0000000,Good,Good,0
4218,33430,Gold Coast,1.0000000,Good,Good,0
4220,33430,Gold Coast,1.0000000,Good,Good,0
4221,33430,Gold Coast,1.0000000,Good,Good,0
4223,33430,Gold Coast,1.0000000,Good,Good,0
4224,33430,Gold Coast,1.0000000,Good,Good,0
4225,33430,Gold Coast,1.0000000,Good,Good,0
4226,33430,Gold Coast,1.0000000,Good,Good,0
4227,33430,Gold Coast,1.0000000,Good,Good,0
4228,33430,Gold Coast,1.0000000,Good,Good,0
4270,36510,Scenic Rim,0.6844474,Acceptable,Good,0
4270,34590,Logan,0.3155526,Good,Good,0
4272,36510,Scenic Rim,1.0000000,Acceptable,Good,0
4275,36510,Scenic Rim,1.0000000,Acceptable,Good,0
4280,34590,Logan,1.0000000,Good,Good,0
4285,36510,Scenic Rim,0.6234851,Acceptable,Good,0
4285,34590,Logan,0.3765149,Good,Good,0
4287,36510,Scenic Rim,1.0000000,Acceptable,Good,0
4300,33960,Ipswich,1.0000000,Good,Good,0
4301,33960,Ipswich,1.0000000,Good,Good,0
4303,33960,Ipswich,1.0000000,Good,Good,0
4304,33960,Ipswich,1.0000000,Good,Good,0
4305,36510,Scenic Rim,0.0020995,Acceptable,Good,1
4305,33960,Ipswich,0.9979005,Good,Good,0
4306,36510,Scenic Rim,0.0231738,Acceptable,Good,0
4306,31000,Brisbane,0.1414939,Good,Good,0
4306,33960,Ipswich,0.7076591,Good,Good,0
4306,36580,Somerset,0.1276733,Poor,Good,0
4307,36510,Scenic Rim,0.9421441,Acceptable,Good,0
4307,33960,Ipswich,0.0578559,Good,Good,0
4309,36510,Scenic Rim,1.0000000,Acceptable,Good,0
4310,36510,Scenic Rim,1.0000000,Acceptable,Good,0
4311,34580,Lockyer Valley,0.1519079,Acceptable,Good,0
4311,36580,Somerset,0.8480921,Poor,Good,0
4312,36580,Somerset,1.0000000,Poor,Good,0
4313,36580,Somerset,1.0000000,Poor,Good,0
4314,36630,South Burnett,0.7081466,Good,Good,0
4314,36910,Toowoomba,0.0728078,Good,Good,0
4314,36580,Somerset,0.2190457,Poor,Good,0
4340,36510,Scenic Rim,0.0962646,Acceptable,Good,0
4340,33960,Ipswich,0.9037354,Good,Good,0
4341,34580,Lockyer Valley,1.0000000,Acceptable,Good,0
4342,34580,Lockyer Valley,0.9977649,Acceptable,Good,0
4342,36580,Somerset,0.0022351,Poor,Good,1
4343,34580,Lockyer Valley,1.0000000,Acceptable,Good,0
4344,34580,Lockyer Valley,1.0000000,Acceptable,Good,0
4346,33960,Ipswich,0.9173997,Good,Good,0
4346,36580,Somerset,0.0826003,Poor,Good,0
4347,34580,Lockyer Valley,1.0000000,Acceptable,Good,0
4350,36910,Toowoomba,1.0000000,Good,Good,0
4352,34580,Lockyer Valley,0.1497310,Acceptable,Good,0
4352,33610,Goondiwindi,0.0021269,Good,Good,1
4352,36660,Southern Downs,0.0148507,Good,Good,0
4352,36910,Toowoomba,0.8332914,Good,Good,0
4353,36910,Toowoomba,1.0000000,Good,Good,0
4354,36910,Toowoomba,1.0000000,Good,Good,0
4355,36910,Toowoomba,1.0000000,Good,Good,0
4356,36910,Toowoomba,1.0000000,Good,Good,0
4357,33610,Goondiwindi,0.0059952,Good,Good,1
4357,36910,Toowoomba,0.9940048,Good,Good,0
4358,36910,Toowoomba,1.0000000,Good,Good,0
4359,34580,Lockyer Valley,0.0087290,Acceptable,Good,1
4359,36910,Toowoomba,0.9912710,Good,Good,0
4360,36910,Toowoomba,1.0000000,Good,Good,0
4361,36660,Southern Downs,0.0411747,Good,Good,0
4361,36910,Toowoomba,0.9588253,Good,Good,0
4362,36660,Southern Downs,1.0000000,Good,Good,0
4363,36910,Toowoomba,1.0000000,Good,Good,0
4364,36910,Toowoomba,1.0000000,Good,Good,0
4365,36660,Southern Downs,0.7967884,Good,Good,0
4365,36910,Toowoomba,0.2032116,Good,Good,0
4370,36660,Southern Downs,1.0000000,Good,Good,0
4371,36660,Southern Downs,1.0000000,Good,Good,0
4372,36660,Southern Downs,1.0000000,Good,Good,0
4373,36660,Southern Downs,1.0000000,Good,Good,0
4374,36660,Southern Downs,1.0000000,Good,Good,0
4375,17400,Tenterfield,0.0905266,Acceptable,Good,0
4375,36660,Southern Downs,0.9094734,Good,Good,0
4376,36660,Southern Downs,1.0000000,Good,Good,0
4377,17400,Tenterfield,0.1424226,Acceptable,Good,0
4377,36660,Southern Downs,0.8575774,Good,Good,0
4378,36660,Southern Downs,1.0000000,Good,Good,0
4380,17400,Tenterfield,0.0139173,Acceptable,Good,0
4380,36660,Southern Downs,0.9860827,Good,Good,0
4381,36660,Southern Downs,1.0000000,Good,Good,0
4382,36660,Southern Downs,1.0000000,Good,Good,0
4383,17400,Tenterfield,0.2769011,Acceptable,Good,0
4383,36660,Southern Downs,0.7230989,Good,Good,0
4384,33610,Goondiwindi,1.0000000,Good,Good,0
4385,33610,Goondiwindi,0.9442511,Good,Good,0
4385,14220,Inverell,0.0557489,Good,Good,0
4387,33610,Goondiwindi,1.0000000,Good,Good,0
4388,33610,Goondiwindi,1.0000000,Good,Good,0
4390,33610,Goondiwindi,1.0000000,Good,Good,0
4400,36910,Toowoomba,1.0000000,Good,Good,0
4401,36910,Toowoomba,1.0000000,Good,Good,0
4402,36910,Toowoomba,1.0000000,Good,Good,0
4403,36910,Toowoomba,1.0000000,Good,Good,0
4404,36910,Toowoomba,0.8114634,Good,Good,0
4404,37310,Western Downs,0.1885366,Good,Good,0
4405,34860,Maranoa,0.0031712,Good,Good,1
4405,36630,South Burnett,0.0012006,Good,Good,1
4405,36910,Toowoomba,0.0043697,Good,Good,1
4405,37310,Western Downs,0.9912585,Good,Good,0
4406,33610,Goondiwindi,0.0095507,Good,Good,1
4406,37310,Western Downs,0.9904493,Good,Good,0
4407,36910,Toowoomba,1.0000000,Good,Good,0
4408,37310,Western Downs,1.0000000,Good,Good,0
4410,37310,Western Downs,1.0000000,Good,Good,0
4411,37310,Western Downs,1.0000000,Good,Good,0
4412,37310,Western Downs,1.0000000,Good,Good,0
4413,37310,Western Downs,1.0000000,Good,Good,0
4415,37310,Western Downs,1.0000000,Good,Good,0
4416,37310,Western Downs,1.0000000,Good,Good,0
4417,34860,Maranoa,1.0000000,Good,Good,0
4418,37310,Western Downs,1.0000000,Good,Good,0
4419,30370,Banana,0.0381028,Acceptable,Good,0
4419,37310,Western Downs,0.9618972,Good,Good,0
4420,30370,Banana,0.9577944,Acceptable,Good,0
4420,37310,Western Downs,0.0422056,Good,Good,0
4421,37310,Western Downs,1.0000000,Good,Good,0
4422,37310,Western Downs,1.0000000,Good,Good,0
4423,34860,Maranoa,0.5361990,Good,Good,0
4423,37310,Western Downs,0.4638010,Good,Good,0
4424,37310,Western Downs,1.0000000,Good,Good,0
4425,37310,Western Downs,1.0000000,Good,Good,0
4426,34860,Maranoa,1.0000000,Good,Good,0
4427,34860,Maranoa,0.9203438,Good,Good,0
4427,37310,Western Downs,0.0796562,Good,Good,0
4428,34860,Maranoa,1.0000000,Good,Good,0
4454,32270,Central Highlands (Qld),0.1784462,Acceptable,Good,0
4454,34860,Maranoa,0.8215538,Good,Good,0
4455,34860,Maranoa,1.0000000,Good,Good,0
4461,34860,Maranoa,1.0000000,Good,Good,0
4462,34860,Maranoa,1.0000000,Good,Good,0
4465,34860,Maranoa,1.0000000,Good,Good,0
4467,34860,Maranoa,0.9999355,Good,Good,0
4467,35600,Murweh,0.0000645,Good,Good,1
4468,35600,Murweh,1.0000000,Good,Good,0
4470,35600,Murweh,1.0000000,Good,Good,0
4472,30760,Blackall Tambo,1.0000000,Good,Good,0
4474,36150,Quilpie,1.0000000,Good,Good,0
4477,35600,Murweh,1.0000000,Good,Good,0
4478,30760,Blackall Tambo,1.0000000,Good,Good,0
4479,35600,Murweh,1.0000000,Good,Good,0
4480,36150,Quilpie,1.0000000,Good,Good,0
4481,30450,Barcoo,1.0000000,Acceptable,Good,0
4482,32750,Diamantina,1.0000000,Poor,Good,0
4486,30300,Balonne,1.0000000,Good,Good,0
4487,30300,Balonne,0.9848094,Good,Good,0
4487,34860,Maranoa,0.0151906,Good,Good,0
4488,30300,Balonne,0.8449965,Good,Good,0
4488,34860,Maranoa,0.1550035,Good,Good,0
4489,35800,Paroo,1.0000000,Good,Good,0
4490,35800,Paroo,1.0000000,Good,Good,0
4491,35800,Paroo,1.0000000,Good,Good,0
4492,31750,Bulloo,1.0000000,Good,Good,0
4493,31750,Bulloo,0.9991694,Good,Good,0
4493,35800,Paroo,0.0008306,Good,Good,1
4494,33610,Goondiwindi,1.0000000,Good,Good,0
4496,33610,Goondiwindi,1.0000000,Good,Good,0
4497,30300,Balonne,0.7404455,Good,Good,0
4497,33610,Goondiwindi,0.2595545,Good,Good,0
4498,33610,Goondiwindi,1.0000000,Good,Good,0
4500,35010,Moreton Bay,1.0000000,Good,Good,0
4501,35010,Moreton Bay,1.0000000,Good,Good,0
4502,35010,Moreton Bay,1.0000000,Good,Good,0
4503,35010,Moreton Bay,1.0000000,Good,Good,0
4504,35010,Moreton Bay,1.0000000,Good,Good,0
4505,35010,Moreton Bay,1.0000000,Good,Good,0
4506,35010,Moreton Bay,1.0000000,Good,Good,0
4507,35010,Moreton Bay,1.0000000,Good,Good,0
4508,35010,Moreton Bay,1.0000000,Good,Good,0
4509,35010,Moreton Bay,1.0000000,Good,Good,0
4510,35010,Moreton Bay,1.0000000,Good,Good,0
4511,35010,Moreton Bay,1.0000000,Good,Good,0
4512,35010,Moreton Bay,1.0000000,Good,Good,0
4513,35010,Moreton Bay,1.0000000,Good,Good,0
4514,35010,Moreton Bay,0.9250114,Good,Good,0
4514,36580,Somerset,0.0749886,Poor,Good,0
4515,36580,Somerset,1.0000000,Poor,Good,0
4516,35010,Moreton Bay,1.0000000,Good,Good,0
4517,36720,Sunshine Coast,1.0000000,Good,Good,0
4518,36720,Sunshine Coast,1.0000000,Good,Good,0
4519,36720,Sunshine Coast,1.0000000,Good,Good,0
4520,31000,Brisbane,0.0023901,Good,Good,1
4520,35010,Moreton Bay,0.9976099,Good,Good,0
4521,35010,Moreton Bay,1.0000000,Good,Good,0
4550,36720,Sunshine Coast,1.0000000,Good,Good,0
4551,36720,Sunshine Coast,1.0000000,Good,Good,0
4552,35010,Moreton Bay,0.0149714,Good,Good,0
4552,36720,Sunshine Coast,0.9850286,Good,Good,0
4553,36720,Sunshine Coast,1.0000000,Good,Good,0
4554,36720,Sunshine Coast,1.0000000,Good,Good,0
4555,36720,Sunshine Coast,1.0000000,Good,Good,0
4556,36720,Sunshine Coast,1.0000000,Good,Good,0
4557,36720,Sunshine Coast,1.0000000,Good,Good,0
4558,36720,Sunshine Coast,1.0000000,Good,Good,0
4559,36720,Sunshine Coast,1.0000000,Good,Good,0
4560,36720,Sunshine Coast,1.0000000,Good,Good,0
4561,36720,Sunshine Coast,1.0000000,Good,Good,0
4562,35740,Noosa,0.0862546,Good,Good,0
4562,36720,Sunshine Coast,0.9137454,Good,Good,0
4563,33620,Gympie,0.0507068,Good,Good,0
4563,35740,Noosa,0.9492932,Good,Good,0
4564,36720,Sunshine Coast,1.0000000,Good,Good,0
4565,35740,Noosa,1.0000000,Good,Good,0
4566,35740,Noosa,1.0000000,Good,Good,0
4567,35740,Noosa,1.0000000,Good,Good,0
4568,35740,Noosa,1.0000000,Good,Good,0
4569,35740,Noosa,1.0000000,Good,Good,0
4570,33220,Fraser Coast,0.0516234,Good,Good,0
4570,33620,Gympie,0.9483766,Good,Good,0
4571,35740,Noosa,1.0000000,Good,Good,0
4572,36720,Sunshine Coast,1.0000000,Good,Good,0
4573,35740,Noosa,0.1308458,Good,Good,0
4573,36720,Sunshine Coast,0.8691542,Good,Good,0
4574,33620,Gympie,0.0837292,Good,Good,0
4574,36720,Sunshine Coast,0.9162708,Good,Good,0
4575,36720,Sunshine Coast,1.0000000,Good,Good,0
4580,33620,Gympie,1.0000000,Good,Good,0
4581,33220,Fraser Coast,0.1129265,Good,Good,0
4581,33620,Gympie,0.8870735,Good,Good,0
4600,33620,Gympie,1.0000000,Good,Good,0
4601,33620,Gympie,1.0000000,Good,Good,0
4605,33620,Gympie,0.0116607,Good,Good,0
4605,36630,South Burnett,0.7399371,Good,Good,0
4605,32330,Cherbourg,0.2484023,Poor,Good,0
4606,36630,South Burnett,1.0000000,Good,Good,0
4608,36630,South Burnett,1.0000000,Good,Good,0
4610,36630,South Burnett,1.0000000,Good,Good,0
4611,36630,South Burnett,1.0000000,Good,Good,0
4612,36630,South Burnett,1.0000000,Good,Good,0
4613,36630,South Burnett,1.0000000,Good,Good,0
4614,36630,South Burnett,0.0147546,Good,Good,0
4614,36910,Toowoomba,0.9852454,Good,Good,0
4615,33620,Gympie,0.0035677,Good,Good,1
4615,36630,South Burnett,0.9964323,Good,Good,0
4620,33220,Fraser Coast,1.0000000,Good,Good,0
4621,33220,Fraser Coast,0.0489261,Good,Good,0
4621,35760,North Burnett,0.9510739,Good,Good,0
4625,35760,North Burnett,1.0000000,Good,Good,0
4626,35760,North Burnett,1.0000000,Good,Good,0
4627,35760,North Burnett,1.0000000,Good,Good,0
4630,31820,Bundaberg,0.0072996,Good,Good,1
4630,35760,North Burnett,0.9927004,Good,Good,0
4650,33220,Fraser Coast,1.0000000,Good,Good,0
4655,33220,Fraser Coast,1.0000000,Good,Good,0
