SA2_CODE_2021,SA2_NAME_2021,SED_CODE_2024,SED_NAME_2024,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
113011257,Griffith Surrounds,10055,Murray,0.992861,Good,Acceptable,0
113011258,Leeton,10055,Murray,1,Good,Acceptable,0
113011259,Narrandera,10055,Murray,0.0114341,Good,Acceptable,0
113011259,Narrandera,10001,Albury,0.0339833,Good,Acceptable,0
113011259,Narrandera,10022,Cootamundra,0.9545826,Good,Acceptable,0
113021260,Tumbarumba,10001,Albury,1,Good,Acceptable,0
113021261,Tumut,10085,Wagga Wagga,1,Good,Acceptable,0
113021262,Tumut Surrounds,10031,Goulburn,2.10E-06,Good,Acceptable,1
113021262,Tumut Surrounds,10001,Albury,0.0033875,Good,Acceptable,1
113021262,Tumut Surrounds,10085,Wagga Wagga,0.9966104,Good,Acceptable,0
113031263,Cootamundra,10022,Cootamundra,1,Good,Acceptable,0
113031264,Gundagai,10022,Cootamundra,1,Good,Acceptable,0
113031265,Junee,10022,Cootamundra,1,Good,Acceptable,0
113031266,Temora,10022,Cootamundra,1,Good,Acceptable,0
113031267,Wagga Wagga - East,10085,Wagga Wagga,1,Good,Acceptable,0
113031268,Wagga Wagga - North,10085,Wagga Wagga,1,Good,Acceptable,0
113031269,Wagga Wagga - South,10085,Wagga Wagga,1,Good,Acceptable,0
113031270,Wagga Wagga - West,10085,Wagga Wagga,1,Good,Acceptable,0
113031271,Wagga Wagga Surrounds,10022,Cootamundra,0.2183454,Good,Acceptable,0
113031271,Wagga Wagga Surrounds,10085,Wagga Wagga,0.7816546,Good,Acceptable,0
114011272,Berry - Kangaroo Valley,10040,Kiama,1,Good,Acceptable,0
114011273,Callala Bay - Currarong,10074,South Coast,1,Good,Acceptable,0
114011274,Culburra Beach,10074,South Coast,1,Good,Acceptable,0
114011275,Ettrema - Sassafras - Budawang,10074,South Coast,0.4909227,Good,Acceptable,0
114011275,Ettrema - Sassafras - Budawang,10040,Kiama,0.5090773,Good,Acceptable,0
114011276,Huskisson - Vincentia,10074,South Coast,1,Good,Acceptable,0
114011277,North Nowra - Bomaderry,10040,Kiama,1,Good,Acceptable,0
114011278,Nowra,10040,Kiama,0.21708,Good,Acceptable,0
114011278,Nowra,10074,South Coast,0.78292,Good,Acceptable,0
114011279,St Georges Basin - Erowal Bay,10074,South Coast,1,Good,Acceptable,0
114011280,Sussex Inlet - Berrara,10074,South Coast,1,Good,Acceptable,0
114011281,Tomerong - Wandandian - Woollamia,10040,Kiama,0.3690065,Good,Acceptable,0
114011281,Tomerong - Wandandian - Woollamia,10074,South Coast,0.6309935,Good,Acceptable,0
114011282,Ulladulla,10074,South Coast,1,Good,Acceptable,0
114011283,Ulladulla Surrounds,10074,South Coast,1,Good,Acceptable,0
114021284,Bowral,10091,Wollondilly,1,Good,Acceptable,0
114021285,Hill Top - Colo Vale,10091,Wollondilly,1,Good,Acceptable,0
114021286,Mittagong,10091,Wollondilly,1,Good,Acceptable,0
114021287,Moss Vale - Berrima,10031,Goulburn,1,Good,Acceptable,0
114021288,Robertson - Fitzroy Falls,10040,Kiama,0.0241679,Good,Acceptable,0
114021288,Robertson - Fitzroy Falls,10091,Wollondilly,0.0296177,Good,Acceptable,0
114021288,Robertson - Fitzroy Falls,10031,Goulburn,0.9462144,Good,Acceptable,0
114021289,Southern Highlands,10091,Wollondilly,0.0334817,Good,Acceptable,0
114021289,Southern Highlands,10031,Goulburn,0.9665183,Good,Acceptable,0
115011290,Baulkham Hills - East,10016,Castle Hill,1,Good,Acceptable,0
115011291,Baulkham Hills (West) - Bella Vista,10016,Castle Hill,0.0001851,Good,Acceptable,1
115011291,Baulkham Hills (West) - Bella Vista,10039,Kellyville,0.9998149,Good,Acceptable,0
115011294,Glenhaven,10037,Hornsby,0.0593058,Acceptable,Acceptable,0
115011294,Glenhaven,10016,Castle Hill,0.9406942,Good,Acceptable,0
115011296,West Pennant Hills,10016,Castle Hill,1,Good,Acceptable,0
115011553,Castle Hill - Central,10016,Castle Hill,1,Good,Acceptable,0
115011554,Castle Hill - East,10016,Castle Hill,1,Good,Acceptable,0
115011555,Castle Hill - North,10016,Castle Hill,1,Good,Acceptable,0
115011556,Castle Hill - South,10016,Castle Hill,1,Good,Acceptable,0
115011557,Castle Hill - West,10039,Kellyville,1,Good,Acceptable,0
115011558,Cherrybrook,10037,Hornsby,1,Acceptable,Acceptable,0
115011621,Kellyville - East,10039,Kellyville,1,Good,Acceptable,0
115011622,Kellyville - West,10039,Kellyville,1,Good,Acceptable,0
115021297,Dural - Kenthurst - Wisemans Ferry,10033,Hawkesbury,0.2152549,Good,Acceptable,0
115021297,Dural - Kenthurst - Wisemans Ferry,10037,Hornsby,0.3355502,Acceptable,Acceptable,0
115021297,Dural - Kenthurst - Wisemans Ferry,10016,Castle Hill,0.4491949,Good,Acceptable,0
115021298,Galston - Laughtondale,10037,Hornsby,1,Acceptable,Acceptable,0
115031299,Bilpin - Colo - St Albans,10011,Blue Mountains,0.0612536,Good,Acceptable,0
115031299,Bilpin - Colo - St Albans,10033,Hawkesbury,0.9387464,Good,Acceptable,0
115031300,Kurrajong Heights - Ebenezer,10033,Hawkesbury,1,Good,Acceptable,0
115041301,Pitt Town - McGraths Hill,10033,Hawkesbury,1,Good,Acceptable,0
115041623,Box Hill - Nelson,10033,Hawkesbury,1,Good,Acceptable,0
115041624,North Kellyville,10039,Kellyville,1,Good,Acceptable,0
115041625,Rouse Hill - Beaumont Hills,10033,Hawkesbury,0.000455,Good,Acceptable,1
115041625,Rouse Hill - Beaumont Hills,10039,Kellyville,0.999545,Good,Acceptable,0
116011303,Blacktown (East) - Kings Park,10090,Winston Hills,0.4413553,Good,Acceptable,0
116011303,Blacktown (East) - Kings Park,10010,Blacktown,0.5586447,Good,Acceptable,0
116011304,Blacktown (North) - Marayong,10010,Blacktown,1,Good,Acceptable,0
116011306,Doonside - Woodcroft,10010,Blacktown,1,Good,Acceptable,0
116011307,Lalor Park - Kings Langley,10090,Winston Hills,1,Good,Acceptable,0
116011560,Blacktown - South,10069,Prospect,0.0829378,Acceptable,Acceptable,0
116011560,Blacktown - South,10010,Blacktown,0.9170622,Good,Acceptable,0
116011561,Blacktown - West,10010,Blacktown,1,Good,Acceptable,0
116011626,Seven Hills - Prospect,10069,Prospect,1,Acceptable,Acceptable,0
116011627,Toongabbie - West,10069,Prospect,1,Acceptable,Acceptable,0
116021309,Glenwood,10090,Winston Hills,1,Good,Acceptable,0
116021562,Acacia Gardens,10070,Riverstone,1,Good,Acceptable,0
116021563,Quakers Hill,10070,Riverstone,1,Good,Acceptable,0
116021628,Kellyville Ridge - The Ponds,10070,Riverstone,1,Good,Acceptable,0
116021629,Marsden Park - Shanes Park,10047,Londonderry,1,Acceptable,Acceptable,0
116021630,Riverstone,10047,Londonderry,0.0934317,Acceptable,Acceptable,0
116021630,Riverstone,10070,Riverstone,0.9065683,Good,Acceptable,0
116021631,Schofields (West) - Colebee,10047,Londonderry,0.0414735,Acceptable,Acceptable,0
116021631,Schofields (West) - Colebee,10070,Riverstone,0.468447,Good,Acceptable,0
116021631,Schofields (West) - Colebee,10010,Blacktown,0.4900794,Good,Acceptable,0
116021632,Schofields - East,10070,Riverstone,1,Good,Acceptable,0
116021633,Stanhope Gardens - Parklea,10070,Riverstone,1,Good,Acceptable,0
116031313,Bidwill - Hebersham - Emerton,10054,Mount Druitt,1,Good,Acceptable,0
116031314,Glendenning - Dean Park,10010,Blacktown,1,Good,Acceptable,0
116031315,Hassall Grove - Plumpton,10054,Mount Druitt,1,Good,Acceptable,0
116031316,Lethbridge Park - Tregear,10047,Londonderry,0.3376515,Acceptable,Acceptable,0
116031316,Lethbridge Park - Tregear,10054,Mount Druitt,0.6623485,Good,Acceptable,0
116031317,Mount Druitt - Whalan,10054,Mount Druitt,1,Good,Acceptable,0
116031318,Prospect Reservoir,10003,Badgerys Creek,0.0032573,Good,Acceptable,1
116031318,Prospect Reservoir,10069,Prospect,0.0065147,Acceptable,Acceptable,1
116031318,Prospect Reservoir,10010,Blacktown,0.990228,Good,Acceptable,0
116031319,Rooty Hill - Minchinbury,10054,Mount Druitt,1,Good,Acceptable,0
117011320,Banksmeadow,10051,Maroubra,1,Good,Acceptable,0
117011321,Botany,10051,Maroubra,1,Good,Acceptable,0
117011323,Pagewood - Hillsdale - Daceyville,10051,Maroubra,1,Good,Acceptable,0
117011324,Port Botany Industrial,10051,Maroubra,1,Good,Acceptable,0
117011325,Sydney Airport,10035,Heffron,1,Acceptable,Acceptable,0
117011634,Eastlakes,10051,Maroubra,1.10E-06,Good,Acceptable,1
117011634,Eastlakes,10035,Heffron,0.9999989,Acceptable,Acceptable,0
117011635,Mascot,10035,Heffron,1,Acceptable,Acceptable,0
117021327,Petersham - Stanmore,10058,Newtown,1,Acceptable,Acceptable,0
117021328,Sydenham - Tempe - St Peters,10035,Heffron,1,Acceptable,Acceptable,0
117021636,Marrickville - North,10058,Newtown,0.2772427,Acceptable,Acceptable,0
117021636,Marrickville - North,10076,Summer Hill,0.7227573,Acceptable,Acceptable,0
117021637,Marrickville - South,10076,Summer Hill,1,Acceptable,Acceptable,0
117031329,Darlinghurst,10078,Sydney,1,Good,Acceptable,0
117031330,Erskineville - Alexandria,10035,Heffron,0.3845391,Acceptable,Acceptable,0
117031330,Erskineville - Alexandria,10058,Newtown,0.6154609,Acceptable,Acceptable,0
117031331,Glebe - Forest Lodge,10005,Balmain,1,Good,Acceptable,0
117031333,Potts Point - Woolloomooloo,10078,Sydney,1,Good,Acceptable,0
117031336,Surry Hills,10078,Sydney,1,Good,Acceptable,0
117031638,Camperdown - Darlington,10058,Newtown,1,Acceptable,Acceptable,0
117031639,Chippendale,10058,Newtown,1,Acceptable,Acceptable,0
117031640,Newtown (NSW),10058,Newtown,1,Acceptable,Acceptable,0
117031641,Pyrmont,10005,Balmain,0.0284429,Good,Acceptable,0
117031641,Pyrmont,10078,Sydney,0.9715571,Good,Acceptable,0
117031642,Redfern,10058,Newtown,1,Acceptable,Acceptable,0
117031643,Rosebery - Beaconsfield,10035,Heffron,1,Acceptable,Acceptable,0
117031644,Sydney (North) - Millers Point,10078,Sydney,1,Good,Acceptable,0
117031645,Sydney (South) - Haymarket,10058,Newtown,0.0022831,Acceptable,Acceptable,1
117031645,Sydney (South) - Haymarket,10078,Sydney,0.9977169,Good,Acceptable,0
117031646,Ultimo,10078,Sydney,0.1576736,Good,Acceptable,0
117031646,Ultimo,10005,Balmain,0.8423264,Good,Acceptable,0
117031647,Waterloo,10058,Newtown,0.0156528,Acceptable,Acceptable,0
117031647,Waterloo,10035,Heffron,0.9843472,Acceptable,Acceptable,0
117031648,Zetland,10035,Heffron,1,Acceptable,Acceptable,0
118011339,Bondi - Tamarama - Bronte,10084,Vaucluse,0.3273422,Good,Acceptable,0
118011339,Bondi - Tamarama - Bronte,10021,Coogee,0.6726578,Acceptable,Acceptable,0
118011340,Bondi Beach - North Bondi,10084,Vaucluse,1,Good,Acceptable,0
118011341,Bondi Junction - Waverly,10084,Vaucluse,0.089833,Good,Acceptable,0
118011341,Bondi Junction - Waverly,10021,Coogee,0.910167,Acceptable,Acceptable,0
118011342,Centennial Park,10078,Sydney,1,Good,Acceptable,0
118011344,Dover Heights,10084,Vaucluse,1,Good,Acceptable,0
118011345,Paddington - Moore Park,10078,Sydney,1,Good,Acceptable,0
118011346,Rose Bay - Vaucluse - Watsons Bay,10084,Vaucluse,1,Good,Acceptable,0
118011347,Woollahra,10084,Vaucluse,1,Good,Acceptable,0
118011649,Bellevue Hill,10084,Vaucluse,1,Good,Acceptable,0
118011650,Double Bay - Darling Point,10078,Sydney,0.014876,Good,Acceptable,0
118011650,Double Bay - Darling Point,10084,Vaucluse,0.985124,Good,Acceptable,0
118021564,Kensington (NSW),10021,Coogee,0.3563357,Acceptable,Acceptable,0
118021564,Kensington (NSW),10035,Heffron,0.6436643,Acceptable,Acceptable,0
118021565,Kingsford,10035,Heffron,0.3202241,Acceptable,Acceptable,0
118021565,Kingsford,10051,Maroubra,0.3374536,Good,Acceptable,0
118021565,Kingsford,10021,Coogee,0.3423224,Acceptable,Acceptable,0
118021566,Maroubra - North,10051,Maroubra,1,Good,Acceptable,0
118021567,Maroubra - South,10051,Maroubra,1,Good,Acceptable,0
118021568,Maroubra - West,10051,Maroubra,1,Good,Acceptable,0
118021569,Randwick - North,10021,Coogee,1,Acceptable,Acceptable,0
118021570,Randwick - South,10021,Coogee,1,Acceptable,Acceptable,0
118021651,Coogee - Clovelly,10021,Coogee,1,Acceptable,Acceptable,0
118021652,Malabar - La Perouse,10051,Maroubra,1,Good,Acceptable,0
118021653,Matraville - Chifley,10051,Maroubra,1,Good,Acceptable,0
118021654,South Coogee,10051,Maroubra,0.1626318,Good,Acceptable,0
118021654,South Coogee,10021,Coogee,0.8373682,Acceptable,Acceptable,0
119011354,Bass Hill - Georges Hall,10002,Auburn,0.1943234,Acceptable,Acceptable,0
119011354,Bass Hill - Georges Hall,10027,East Hills,0.2801394,Acceptable,Acceptable,0
119011354,Bass Hill - Georges Hall,10029,Fairfield,0.5255372,Acceptable,Acceptable,0
119011355,Chullora,10006,Bankstown,0.0130803,Acceptable,Acceptable,0
119011355,Chullora,10002,Auburn,0.9869197,Acceptable,Acceptable,0
119011356,Condell Park,10027,East Hills,1,Acceptable,Acceptable,0
119011358,Padstow,10027,East Hills,1,Acceptable,Acceptable,0
119011360,Revesby,10027,East Hills,1,Acceptable,Acceptable,0
119011361,Yagoona - Birrong,10006,Bankstown,0.1408517,Acceptable,Acceptable,0
119011361,Yagoona - Birrong,10027,East Hills,0.1676443,Acceptable,Acceptable,0
119011361,Yagoona - Birrong,10002,Auburn,0.691504,Acceptable,Acceptable,0
119011571,Bankstown - North,10027,East Hills,0.0354548,Acceptable,Acceptable,0
119011571,Bankstown - North,10006,Bankstown,0.9645452,Acceptable,Acceptable,0
119011572,Bankstown - South,10027,East Hills,0.1026979,Acceptable,Acceptable,0
119011572,Bankstown - South,10006,Bankstown,0.8973021,Acceptable,Acceptable,0
119011655,Greenacre - North,10006,Bankstown,1,Acceptable,Acceptable,0
119011656,Greenacre - South,10006,Bankstown,1,Acceptable,Acceptable,0
119011657,Panania (North) - Milperra,10027,East Hills,1,Acceptable,Acceptable,0
119011658,Panania (South) - Picnic Point,10027,East Hills,1,Acceptable,Acceptable,0
119021362,Belmore - Belfield,10075,Strathfield,0.3219647,Acceptable,Acceptable,0
119021362,Belmore - Belfield,10015,Canterbury,0.6780353,Acceptable,Acceptable,0
119021366,Punchbowl,10006,Bankstown,1,Acceptable,Acceptable,0
119021367,Roselands,10006,Bankstown,0.4124219,Acceptable,Acceptable,0
119021367,Roselands,10015,Canterbury,0.5875781,Acceptable,Acceptable,0
119021573,Lakemba,10006,Bankstown,0.0008207,Acceptable,Acceptable,1
119021573,Lakemba,10015,Canterbury,0.9991793,Acceptable,Acceptable,0
119021574,Wiley Park,10015,Canterbury,0.3728168,Acceptable,Acceptable,0
119021574,Wiley Park,10006,Bankstown,0.6271832,Acceptable,Acceptable,0
119021659,Campsie - North,10075,Strathfield,0.4667185,Acceptable,Acceptable,0
119021659,Campsie - North,10015,Canterbury,0.5332815,Acceptable,Acceptable,0
119021660,Campsie - South,10015,Canterbury,1,Acceptable,Acceptable,0
119021661,Canterbury - South,10015,Canterbury,1,Acceptable,Acceptable,0
119021662,Earlwood,10015,Canterbury,1,Acceptable,Acceptable,0
119021663,Kingsgrove - North,10015,Canterbury,1,Acceptable,Acceptable,0
119031370,Narwee - Beverly Hills,10041,Kogarah,0.2644929,Acceptable,Acceptable,0
119031370,Narwee - Beverly Hills,10061,Oatley,0.7355071,Good,Acceptable,0
119031371,Oatley - Hurstville Grove,10061,Oatley,1,Good,Acceptable,0
119031372,Peakhurst - Lugarno,10061,Oatley,1,Good,Acceptable,0
119031373,Riverwood,10061,Oatley,1,Good,Acceptable,0
119031374,South Hurstville - Blakehurst,10061,Oatley,0.2465589,Good,Acceptable,0
119031374,South Hurstville - Blakehurst,10041,Kogarah,0.7534411,Acceptable,Acceptable,0
119031664,Hurstville - Central,10041,Kogarah,1,Acceptable,Acceptable,0
119031665,Hurstville - North,10041,Kogarah,1,Acceptable,Acceptable,0
119031666,Mortdale - Oatley,10061,Oatley,1,Good,Acceptable,0
119031667,Penshurst,10061,Oatley,1,Good,Acceptable,0
119041377,Kingsgrove (South) - Bardwell Park,10071,Rockdale,0.2683094,Acceptable,Acceptable,0
119041377,Kingsgrove (South) - Bardwell Park,10041,Kogarah,0.7316906,Acceptable,Acceptable,0
119041378,Kogarah,10071,Rockdale,0.4952728,Acceptable,Acceptable,0
119041378,Kogarah,10041,Kogarah,0.5047272,Acceptable,Acceptable,0
119041379,Kogarah Bay - Carlton - Allawah,10071,Rockdale,0.1628512,Acceptable,Acceptable,0
119041379,Kogarah Bay - Carlton - Allawah,10041,Kogarah,0.8371488,Acceptable,Acceptable,0
119041380,Monterey - Brighton-le-Sands - Kyeemagh,10071,Rockdale,1,Acceptable,Acceptable,0
119041381,Rockdale - Banksia,10071,Rockdale,1,Acceptable,Acceptable,0
119041382,Sans Souci - Ramsgate,10071,Rockdale,1,Acceptable,Acceptable,0
119041668,Arncliffe - Bardwell Valley,10071,Rockdale,1,Acceptable,Acceptable,0
119041669,Bexley - North,10071,Rockdale,0.1548312,Acceptable,Acceptable,0
119041669,Bexley - North,10041,Kogarah,0.8451688,Acceptable,Acceptable,0
119041670,Bexley - South,10041,Kogarah,1,Acceptable,Acceptable,0
119041671,Wolli Creek,10071,Rockdale,1,Acceptable,Acceptable,0
120011383,Concord - Mortlake - Cabarita,10025,Drummoyne,1,Good,Acceptable,0
120011385,Drummoyne - Rodd Point,10025,Drummoyne,1,Good,Acceptable,0
120011386,Five Dock - Abbotsford,10025,Drummoyne,1,Good,Acceptable,0
120011672,Concord West - North Strathfield,10025,Drummoyne,1,Good,Acceptable,0
120011673,Rhodes,10025,Drummoyne,1,Good,Acceptable,0
120021387,Balmain,10005,Balmain,1,Good,Acceptable,0
120021389,Lilyfield - Rozelle,10005,Balmain,1,Good,Acceptable,0
120021674,Annandale (NSW),10005,Balmain,1,Good,Acceptable,0
120021675,Leichhardt,10005,Balmain,1,Good,Acceptable,0
120031392,Canterbury (North) - Ashbury,10075,Strathfield,0.0069019,Acceptable,Acceptable,1
120031392,Canterbury (North) - Ashbury,10015,Canterbury,0.3518176,Acceptable,Acceptable,0
120031392,Canterbury (North) - Ashbury,10076,Summer Hill,0.6412805,Acceptable,Acceptable,0
120031393,Croydon Park - Enfield,10076,Summer Hill,0.0323986,Acceptable,Acceptable,0
120031393,Croydon Park - Enfield,10075,Strathfield,0.9676014,Acceptable,Acceptable,0
120031394,Dulwich Hill - Lewisham,10058,Newtown,0.2232776,Acceptable,Acceptable,0
120031394,Dulwich Hill - Lewisham,10076,Summer Hill,0.7767224,Acceptable,Acceptable,0
120031395,Haberfield - Summer Hill,10076,Summer Hill,1,Acceptable,Acceptable,0
120031396,Homebush,10025,Drummoyne,0.0556507,Good,Acceptable,0
120031396,Homebush,10075,Strathfield,0.9443493,Acceptable,Acceptable,0
120031576,Strathfield South,10075,Strathfield,1,Acceptable,Acceptable,0
120031676,Ashfield - North,10075,Strathfield,0.1331458,Acceptable,Acceptable,0
120031676,Ashfield - North,10076,Summer Hill,0.8668542,Acceptable,Acceptable,0
120031677,Ashfield - South,10075,Strathfield,0.02246,Acceptable,Acceptable,0
120031677,Ashfield - South,10076,Summer Hill,0.97754,Acceptable,Acceptable,0
120031678,Burwood (NSW),10075,Strathfield,1,Acceptable,Acceptable,0
120031679,Croydon,10075,Strathfield,1,Acceptable,Acceptable,0
120031680,Strathfield - East,10075,Strathfield,1,Acceptable,Acceptable,0
120031681,Strathfield - West,10075,Strathfield,1,Acceptable,Acceptable,0
121011399,Chatswood (West) - Lane Cove North,10043,Lane Cove,0.4490707,Acceptable,Acceptable,0
121011399,Chatswood (West) - Lane Cove North,10089,Willoughby,0.5509293,Acceptable,Acceptable,0
121011401,St Leonards - Naremburn,10059,North Shore,0.3228158,Acceptable,Acceptable,0
121011401,St Leonards - Naremburn,10089,Willoughby,0.6771842,Acceptable,Acceptable,0
121011682,Artarmon,10089,Willoughby,1,Acceptable,Acceptable,0
121011683,Castle Cove - Northbridge,10089,Willoughby,1,Acceptable,Acceptable,0
121011684,Chatswood - East,10089,Willoughby,1,Acceptable,Acceptable,0
121011685,Greenwich - Riverview,10043,Lane Cove,1,Acceptable,Acceptable,0
121011686,Lane Cove,10043,Lane Cove,1,Acceptable,Acceptable,0
121011687,Willoughby,10089,Willoughby,1,Acceptable,Acceptable,0
121021403,Asquith - Mount Colah,10037,Hornsby,1,Acceptable,Acceptable,0
121021404,Berowra - Brooklyn - Cowan,10037,Hornsby,1,Acceptable,Acceptable,0
121021406,Normanhurst - Thornleigh - Westleigh,10086,Wahroonga,1,Acceptable,Acceptable,0
121021577,Hornsby - East,10086,Wahroonga,0.3938073,Acceptable,Acceptable,0
121021577,Hornsby - East,10037,Hornsby,0.6061927,Acceptable,Acceptable,0
121021578,Hornsby - West,10037,Hornsby,1,Acceptable,Acceptable,0
121021579,Wahroonga (West) - Waitara,10086,Wahroonga,1,Acceptable,Acceptable,0
121031407,Gordon - Killara,10024,Davidson,1,Acceptable,Acceptable,0
121031408,Lindfield - Roseville,10089,Willoughby,0.0174643,Acceptable,Acceptable,0
121031408,Lindfield - Roseville,10024,Davidson,0.9825357,Acceptable,Acceptable,0
121031409,Pymble,10024,Davidson,0.0807358,Acceptable,Acceptable,0
121031409,Pymble,10086,Wahroonga,0.9192642,Acceptable,Acceptable,0
121031410,St Ives,10086,Wahroonga,0.0015229,Acceptable,Acceptable,1
121031410,St Ives,10024,Davidson,0.9984771,Acceptable,Acceptable,0
121031411,Turramurra,10024,Davidson,0.3113511,Acceptable,Acceptable,0
121031411,Turramurra,10086,Wahroonga,0.6886489,Acceptable,Acceptable,0
121031412,Wahroonga (East) - Warrawee,10086,Wahroonga,1,Acceptable,Acceptable,0
121041413,Cremorne - Cammeray,10059,North Shore,0.3186404,Acceptable,Acceptable,0
121041413,Cremorne - Cammeray,10089,Willoughby,0.6813596,Acceptable,Acceptable,0
121041414,Crows Nest - Waverton,10089,Willoughby,0.3096276,Acceptable,Acceptable,0
121041414,Crows Nest - Waverton,10059,North Shore,0.6903724,Acceptable,Acceptable,0
121041416,Neutral Bay - Kirribilli,10089,Willoughby,0.0763806,Acceptable,Acceptable,0
121041416,Neutral Bay - Kirribilli,10059,North Shore,0.9236194,Acceptable,Acceptable,0
121041417,North Sydney - Lavender Bay,10059,North Shore,1,Acceptable,Acceptable,0
121041688,Mosman - North,10059,North Shore,1,Acceptable,Acceptable,0
121041689,Mosman - South,10059,North Shore,1,Acceptable,Acceptable,0
122011418,Balgowlah - Clontarf - Seaforth,10050,Manly,1,Acceptable,Acceptable,0
